Date,Longitude,Latitude,Elevation,Max Temperature,Min Temperature,Precipitation,Wind,Relative Humidity,Solar,Temperture
2/24/1994,-124.375,47.92710114,244,3.54,0.254,1.239396084,4.231723507,0.725471363,5.08725342,1.897
2/25/1994,-124.375,47.92710114,244,9.188,2.223,25.27198596,5.599736856,0.948298727,1.03376241,5.7055
2/26/1994,-124.375,47.92710114,244,8.407,6.247,5.33866536,4.993125526,0.941961916,2.9571732,7.327
2/27/1994,-124.375,47.92710114,244,10.019,6.417,12.99819751,5.245056033,0.948687162,3.852397908,8.218
2/28/1994,-124.375,47.92710114,244,10.174,9.646,57.75374088,8.171977041,0.96031002,0.465637446,9.91
3/1/1994,-124.375,47.92710114,244,10.533,9.224,37.70884656,8.769247243,0.949510718,0.974250018,9.8785
3/2/1994,-124.375,47.92710114,244,10.584,7.466,28.3000968,6.941830422,0.94125383,5.628715362,9.025
3/3/1994,-124.375,47.92710114,244,10.193,7.431,2.708820144,5.299616577,0.924559571,3.43001538,8.812
3/4/1994,-124.375,47.92710114,244,9.183,3.069,4.404831012,4.948177211,0.824455893,13.81551192,6.126
3/5/1994,-124.375,47.92710114,244,7.315,1.135,0,3.134433587,0.664050169,15.24425832,4.225
3/6/1994,-124.375,47.92710114,244,8.953,1.536,0,2.727814814,0.589344895,15.06386376,5.2445
3/7/1994,-124.375,47.92710114,244,11.402,3.095,0,2.744880538,0.607701011,15.04384128,7.2485
3/8/1994,-124.375,47.92710114,244,13.937,5.108,0,2.327233121,0.598320407,15.22147509,9.5225
3/9/1994,-124.375,47.92710114,244,9.225,7.026,1.654815204,2.736957481,0.797094004,3.82140171,8.1255
3/10/1994,-124.375,47.92710114,244,8.845,5.592,1.781845056,3.034101006,0.878192205,9.99410544,7.2185
3/11/1994,-124.375,47.92710114,244,11.321,0.428,0.003433226,1.449668399,0.7847653,14.67326745,5.8745
3/12/1994,-124.375,47.92710114,244,14.068,7.5,0.013732906,2.418577595,0.723498413,7.72852572,10.784
3/13/1994,-124.375,47.92710114,244,13.104,4.162,0,1.901140699,0.747327813,13.32214164,8.633
3/14/1994,-124.375,47.92710114,244,12.894,2.7,0,2.413371468,0.798243073,16.27509906,7.797
3/15/1994,-124.375,47.92710114,244,9.964,6.975,1.156998355,4.50754497,0.846905353,7.069781322,8.4695
3/16/1994,-124.375,47.92710114,244,7.407,4.371,16.3352988,6.101471265,0.91159188,11.07022896,5.889
3/17/1994,-124.375,47.92710114,244,8.094,4.542,49.3801128,7.382140881,0.94156176,1.490399946,6.318
3/18/1994,-124.375,47.92710114,244,5.602,1.353,7.77111264,3.646405133,0.894324356,17.66475252,3.4775
3/19/1994,-124.375,47.92710114,244,7.586,-2.693,2.907942984,2.986194313,0.792450842,14.8876893,2.4465
3/20/1994,-124.375,47.92710114,244,7.36,4.3,39.6915444,9.062653769,0.95468042,1.218994164,5.83
3/21/1994,-124.375,47.92710114,244,4.546,-2.147,13.1767362,6.761375974,0.861408941,17.5436991,1.1995
3/22/1994,-124.375,47.92710114,244,7.971,-0.599,0.686645712,1.638707094,0.746002894,16.03411146,3.686
3/23/1994,-124.375,47.92710114,244,6.105,0.235,0.14076234,4.360549802,0.802823597,16.08508332,3.17
3/24/1994,-124.375,47.92710114,244,9.928,2.144,0,4.374786433,0.772416671,19.50912785,6.036
3/25/1994,-124.375,47.92710114,244,13.219,4.162,0,2.822460672,0.626217372,19.1777076,8.6905
3/26/1994,-124.375,47.92710114,244,16.61,7.121,0,2.811467476,0.614412114,19.3821129,11.8655
3/27/1994,-124.375,47.92710114,244,20.104,8.493,0,2.547203271,0.611578032,19.70926686,14.2985
3/28/1994,-124.375,47.92710114,244,17.987,9.698,0,3.315367737,0.688681297,19.62298181,13.8425
3/29/1994,-124.375,47.92710114,244,15.877,5.528,0.041198724,2.504624412,0.666035116,15.32835756,10.7025
3/30/1994,-124.375,47.92710114,244,11.451,7.654,1.5483861,2.360001448,0.923283248,9.527846472,9.5525
3/31/1994,-124.375,47.92710114,244,8.453,6.523,0.920105676,2.086002361,0.919474676,5.3547201,7.488
4/1/1994,-124.375,47.92710114,244,11.372,3.087,0.065231323,1.587366751,0.832174113,17.13628231,7.2295
4/2/1994,-124.375,47.92710114,244,11.583,3.304,0.199127462,2.916821994,0.881676705,11.28386268,7.4435
4/3/1994,-124.375,47.92710114,244,8.171,4.646,0.382805042,5.278606265,0.875678025,6.90361812,6.4085
4/4/1994,-124.375,47.92710114,244,8.491,0.141,0.006866453,3.321603003,0.868707762,17.1314424,4.316
4/5/1994,-124.375,47.92710114,244,7.345,-1.964,4.930111418,3.788721652,0.920132424,6.75573552,2.6905
4/6/1994,-124.375,47.92710114,244,6.305,4.843,18.26477064,4.326477411,0.959758225,3.19387536,5.574
4/7/1994,-124.375,47.92710114,244,9.706,5.719,4.793645196,4.295532826,0.902337063,13.42333818,7.7125
4/8/1994,-124.375,47.92710114,244,8.53,7.427,12.08495628,6.491074785,0.931275043,4.84717662,7.9785
4/9/1994,-124.375,47.92710114,244,11.85,4.35,1.598166749,3.242337891,0.877388301,18.81123984,8.1
4/10/1994,-124.375,47.92710114,244,11.095,5.808,3.163718621,2.788591398,0.870078649,8.93897226,8.4515
4/11/1994,-124.375,47.92710114,244,12.706,6.832,5.824468073,4.531505531,0.840282739,11.19509964,9.769
4/12/1994,-124.375,47.92710114,244,7.953,4.994,5.273433223,4.101579903,0.832918483,20.51943426,6.4735
4/13/1994,-124.375,47.92710114,244,7.854,4.217,3.94392492,5.250722194,0.807849864,17.95241153,6.0355
4/14/1994,-124.375,47.92710114,244,9.518,0.195,1.016235943,3.987120415,0.825639413,9.7368768,4.8565
4/15/1994,-124.375,47.92710114,244,16.723,7.487,0.23174316,2.03906337,0.85869399,18.72275598,12.105
4/16/1994,-124.375,47.92710114,244,15.357,4.737,0,1.758590302,0.871181766,22.56233184,10.047
4/17/1994,-124.375,47.92710114,244,16.577,5.409,0,1.523269218,0.802646608,22.97182518,10.993
4/18/1994,-124.375,47.92710114,244,13.664,10.38,3.09248231,2.554922055,0.909710555,4.67128242,12.022
4/19/1994,-124.375,47.92710114,244,12.791,8.725,1.6316415,3.218648241,0.884860803,11.57568984,10.758
4/20/1994,-124.375,47.92710114,244,16.69,7.171,0.669479256,1.918702394,0.840773833,16.84726927,11.9305
4/21/1994,-124.375,47.92710114,244,12.669,2.008,2.288247343,3.666353904,0.838096081,22.64242536,7.3385
4/22/1994,-124.375,47.92710114,244,13.197,2.134,0,2.71414086,0.755558044,21.85684272,7.6655
4/23/1994,-124.375,47.92710114,244,12.111,5.974,1.330375428,2.654492174,0.831761175,7.84068642,9.0425
4/24/1994,-124.375,47.92710114,244,11.05,6.496,1.165580834,2.668673755,0.738921255,24.36670656,8.773
4/25/1994,-124.375,47.92710114,244,13.463,3.988,0,3.431943961,0.700791281,25.0236009,8.7255
4/26/1994,-124.375,47.92710114,244,13.684,4.215,0,2.579992526,0.780416182,24.96177864,8.9495
4/27/1994,-124.375,47.92710114,244,15.503,5.119,0.003433226,2.691333559,0.800529322,25.50003588,10.311
4/28/1994,-124.375,47.92710114,244,14.754,4.333,0.013732906,1.882384619,0.801507454,25.1920188,9.5435
4/29/1994,-124.375,47.92710114,244,13.496,5.332,3.194615203,3.771950585,0.810137666,17.03559384,9.414
4/30/1994,-124.375,47.92710114,244,10.896,-0.269,0.020599366,3.081904183,0.738490639,26.6680134,5.3135
5/1/1994,-124.375,47.92710114,244,13.053,0.097,2.6332848,3.583319226,0.713528363,19.61055072,6.575
5/2/1994,-124.375,47.92710114,244,12.494,4.656,0.64544652,2.440050738,0.75360063,26.9681094,8.575
5/3/1994,-124.375,47.92710114,244,16.276,7.494,3.040122312,2.885298851,0.682545484,22.7496384,11.885
5/4/1994,-124.375,47.92710114,244,15.584,9.233,7.487873064,2.739896792,0.822195734,24.0819732,12.4085
5/5/1994,-124.375,47.92710114,244,19.007,9.704,0,3.081677531,0.679658874,26.9484696,14.3555
5/6/1994,-124.375,47.92710114,244,21.221,12.409,0,3.213696448,0.512324647,27.4974156,16.815
5/7/1994,-124.375,47.92710114,244,18.75,7.139,0,2.522988192,0.704352193,27.14186628,12.9445
5/8/1994,-124.375,47.92710114,244,15.487,8.861,0.058364834,3.312003017,0.768731924,27.51851016,12.174
5/9/1994,-124.375,47.92710114,244,14.72,5.215,0.024032599,2.000133984,0.81815118,19.48831596,9.9675
5/10/1994,-124.375,47.92710114,244,20.341,4.373,0,1.455141074,0.710654856,25.4188692,12.357
5/11/1994,-124.375,47.92710114,244,14.772,7.74,0.061798068,3.125003063,0.811420846,23.63017878,11.256
5/12/1994,-124.375,47.92710114,244,13.291,3.114,0.017166132,2.860562947,0.691945298,23.83728534,8.2025
5/13/1994,-124.375,47.92710114,244,13.027,4.643,0.818825033,2.717444188,0.770363159,21.4174197,8.835
5/14/1994,-124.375,47.92710114,244,15.644,4.448,1.431656273,1.440616084,0.799770201,14.6541384,10.046
5/15/1994,-124.375,47.92710114,244,15.203,3.867,0.535583513,1.829770677,0.802848719,23.66437698,9.535
5/16/1994,-124.375,47.92710114,244,10.152,7.08,4.716395964,1.653037249,0.893306414,12.77111196,8.616
5/17/1994,-124.375,47.92710114,244,13.698,5.604,0.075531002,2.692388588,0.827512501,24.1725933,9.651
5/18/1994,-124.375,47.92710114,244,16.758,4.843,0.048065206,1.978013573,0.784385353,27.77789232,10.8005
5/19/1994,-124.375,47.92710114,244,17.997,4.443,0.046348574,2.350081596,0.743858188,28.6877268,11.22
5/20/1994,-124.375,47.92710114,244,12.47,9.352,0.520992468,3.989142501,0.840441546,9.92554254,10.911
5/21/1994,-124.375,47.92710114,244,14.833,5.998,0.037765505,2.033502713,0.808636078,21.23460342,10.4155
5/22/1994,-124.375,47.92710114,244,15.997,4.625,0,2.368605043,0.772950422,25.20619038,10.311
5/23/1994,-124.375,47.92710114,244,16.86,3.451,0,2.574373598,0.750610913,28.65116088,10.1555
5/24/1994,-124.375,47.92710114,244,17.283,5.022,0,2.750266326,0.71842506,28.9434969,11.1525
5/25/1994,-124.375,47.92710114,244,14.199,7.464,0.180244404,3.969529938,0.759794735,27.87305544,10.8315
5/26/1994,-124.375,47.92710114,244,12.806,7.32,0,5.141470393,0.675477384,30.0546036,10.063
5/27/1994,-124.375,47.92710114,244,13.069,4.202,0.132179436,3.222583016,0.69780341,26.90588952,8.6355
5/28/1994,-124.375,47.92710114,244,10.509,8.52,19.90241885,6.513792812,0.882100809,4.8905442,9.5145
5/29/1994,-124.375,47.92710114,244,10.81,8.426,16.66146139,5.219343965,0.923767668,19.77187716,9.618
5/30/1994,-124.375,47.92710114,244,19.353,7.111,0.034332271,2.273917891,0.687680601,29.57265198,13.232
5/31/1994,-124.375,47.92710114,244,13.988,9.604,3.268434276,3.605449094,0.771954341,11.06999424,11.796
6/1/1994,-124.375,47.92710114,244,14.806,7.647,0.422286912,2.621312761,0.73820531,27.3637143,11.2265
6/2/1994,-124.375,47.92710114,244,18.764,5.256,0,2.44571088,0.679717922,23.982021,12.01
6/3/1994,-124.375,47.92710114,244,16.918,2.747,0.25405884,2.031849433,0.740665048,22.65884352,9.8325
6/4/1994,-124.375,47.92710114,244,14.4,3.575,1.284027084,3.784448841,0.785392899,21.91769784,8.9875
6/5/1994,-124.375,47.92710114,244,12.574,6.14,5.671690272,2.687293432,0.862432286,9.15463008,9.357
6/6/1994,-124.375,47.92710114,244,13.513,8.748,2.787779246,3.095520247,0.832904936,25.53349842,11.1305
6/7/1994,-124.375,47.92710114,244,14.49,1.967,0.329590001,2.641976897,0.774352372,25.87128948,8.2285
6/8/1994,-124.375,47.92710114,244,15.919,1.638,0,1.77285574,0.71059573,25.16732172,8.7785
6/9/1994,-124.375,47.92710114,244,17.144,2.407,0,1.980116569,0.758151447,28.1593224,9.7755
6/10/1994,-124.375,47.92710114,244,18.321,6.124,0,2.370297733,0.744752703,26.8530705,12.2225
6/11/1994,-124.375,47.92710114,244,16.189,5.125,0.326156522,1.745326846,0.834631516,13.9931964,10.657
6/12/1994,-124.375,47.92710114,244,14.8,8.878,15.71731579,5.156940572,0.892731712,7.527203388,11.839
6/13/1994,-124.375,47.92710114,244,10.94,9.289,28.1370204,8.04083646,0.924338797,12.35733732,10.1145
6/14/1994,-124.375,47.92710114,244,12.464,9.296,11.70044287,6.059800584,0.868235472,17.46466848,10.88
6/15/1994,-124.375,47.92710114,244,14.553,5.228,2.458189476,2.367279118,0.875655578,20.62377558,9.8905
6/16/1994,-124.375,47.92710114,244,15.983,5.349,0.075531024,1.742625178,0.818222539,24.85850796,10.666
6/17/1994,-124.375,47.92710114,244,15.562,4.489,0,2.20671213,0.775235365,25.25298642,10.0255
6/18/1994,-124.375,47.92710114,244,14.276,2.144,0.030899038,2.870886796,0.744217539,30.03378732,8.21
6/19/1994,-124.375,47.92710114,244,18.114,2.007,0,2.902583892,0.691650648,31.008987,10.0605
6/20/1994,-124.375,47.92710114,244,20.535,6.313,0,2.93639864,0.666067568,31.0052259,13.424
6/21/1994,-124.375,47.92710114,244,18.2,5.16,0,2.160758348,0.764371634,31.0852044,11.68
6/22/1994,-124.375,47.92710114,244,18.855,4.164,0.00686646,2.008129608,0.779877339,30.4080687,11.5095
6/23/1994,-124.375,47.92710114,244,13.416,10.624,0.732994214,3.952835657,0.840509058,8.51506344,12.02
6/24/1994,-124.375,47.92710114,244,14.278,10.462,0.511550942,2.002055294,0.830335036,11.11483278,12.37
6/25/1994,-124.375,47.92710114,244,17.216,9.363,0,2.712007167,0.747792702,25.56636228,13.2895
6/26/1994,-124.375,47.92710114,244,16.582,6.402,0.017166132,3.494828984,0.787523083,29.49637572,11.492
6/27/1994,-124.375,47.92710114,244,18.134,7.855,0.054931658,3.015456837,0.806625086,29.08186596,12.9945
6/28/1994,-124.375,47.92710114,244,17.671,5.788,0.044631958,2.768169013,0.81239997,29.28183498,11.7295
6/29/1994,-124.375,47.92710114,244,16.182,7.23,0.072097805,3.664627405,0.793510958,29.54677518,11.706
6/30/1994,-124.375,47.92710114,244,14.829,6.062,1.37844113,2.295720259,0.837280625,11.50043274,10.4455
7/1/1994,-124.375,47.92710114,244,13.519,10.023,10.87817957,4.335363669,0.89702939,10.11874727,11.771
7/2/1994,-124.375,47.92710114,244,15.688,9.899,0.089263922,3.523244035,0.792784183,28.82582154,12.7935
7/3/1994,-124.375,47.92710114,244,15.13,5.278,0.102996799,3.064978435,0.811714898,26.4702924,10.204
7/4/1994,-124.375,47.92710114,244,14.679,9.688,0.618839064,3.249505249,0.819644239,19.55114892,12.1835
7/5/1994,-124.375,47.92710114,244,18.349,4.135,0.003433226,2.309731334,0.76359357,30.1272255,11.242
7/6/1994,-124.375,47.92710114,244,18.579,7.865,0.061798126,2.518623967,0.802822671,28.7362701,13.222
7/7/1994,-124.375,47.92710114,244,17.807,5.813,0,2.909627619,0.814428621,29.9655549,11.81
7/8/1994,-124.375,47.92710114,244,17.123,3.677,0,3.011762526,0.757418606,30.5965179,10.4
7/9/1994,-124.375,47.92710114,244,18.732,3.635,0,2.317553619,0.730916758,30.7665513,11.1835
7/10/1994,-124.375,47.92710114,244,19.062,3.748,0,2.211961909,0.730564692,30.7834929,11.405
7/11/1994,-124.375,47.92710114,244,18.19,3.933,0,2.178210981,0.734352046,30.41027712,11.0615
7/12/1994,-124.375,47.92710114,244,19.888,4.018,0,2.045883647,0.751161342,30.02102298,11.953
7/13/1994,-124.375,47.92710114,244,19.055,4.09,0.003433226,2.487631742,0.780618649,29.0538522,11.5725
7/14/1994,-124.375,47.92710114,244,17.551,6.868,0.102996814,2.811078761,0.836067691,27.6055902,12.2095
7/15/1994,-124.375,47.92710114,244,19.8,5.467,0.0343323,2.28988944,0.796926395,29.4555429,12.6335
7/16/1994,-124.375,47.92710114,244,18.937,5.738,0,2.741763368,0.798791763,29.4545277,12.3375
7/17/1994,-124.375,47.92710114,244,17.485,5.711,0.017166132,2.165759744,0.857986743,24.99784218,11.598
7/18/1994,-124.375,47.92710114,244,18.611,6.911,0.1132965,2.511424179,0.835781596,20.85322536,12.761
7/19/1994,-124.375,47.92710114,244,25.195,13.188,0,2.53347415,0.666462049,28.7314839,19.1915
7/20/1994,-124.375,47.92710114,244,27.03,11.088,0,2.138118224,0.590805494,28.78599492,19.059
7/21/1994,-124.375,47.92710114,244,21.993,10.495,0,1.798271795,0.752604592,27.11699964,16.244
7/22/1994,-124.375,47.92710114,244,25.318,10.534,0,1.729568088,0.687061018,28.222875,17.926
7/23/1994,-124.375,47.92710114,244,21.363,11.684,0,1.851959072,0.721695397,18.60040998,16.5235
7/24/1994,-124.375,47.92710114,244,20.565,11.233,0.096130382,3.015497147,0.789467247,23.73991974,15.899
7/25/1994,-124.375,47.92710114,244,18.385,6.48,0.051498425,3.018243923,0.797358007,27.37418508,12.4325
7/26/1994,-124.375,47.92710114,244,19.593,6.232,0.06523133,2.285586988,0.809272733,26.0484183,12.9125
7/27/1994,-124.375,47.92710114,244,20.166,6.029,0.073814393,2.224923887,0.808383848,27.38114676,13.0975
7/28/1994,-124.375,47.92710114,244,18.683,8.961,0.099563609,2.006227904,0.796461729,27.15350292,13.822
7/29/1994,-124.375,47.92710114,244,16.913,6.624,0.267791983,3.019707752,0.825118724,19.26269838,11.7685
7/30/1994,-124.375,47.92710114,244,17.961,5.214,0.054931622,2.677846406,0.809764738,26.72842806,11.5875
7/31/1994,-124.375,47.92710114,244,19.513,4.958,0,1.986694133,0.780238259,27.2081862,12.2355
8/1/1994,-124.375,47.92710114,244,21.322,6.944,0.054931658,1.870573904,0.802159957,26.53869672,14.133
8/2/1994,-124.375,47.92710114,244,22.003,7.76,0.133895714,2.212461967,0.805276847,25.3748826,14.8815
8/3/1994,-124.375,47.92710114,244,20.706,14.235,0.274658378,1.702018219,0.838357822,21.88585692,17.4705
8/4/1994,-124.375,47.92710114,244,20.624,13.956,0.041198753,2.66507658,0.767682607,25.5164688,17.29
8/5/1994,-124.375,47.92710114,244,18.886,6.006,0.010299686,2.835078817,0.767731742,26.65945404,12.446
8/6/1994,-124.375,47.92710114,244,19.326,5.92,0,2.453593777,0.749392469,25.6991148,12.623
8/7/1994,-124.375,47.92710114,244,18.642,6.152,0.746727278,0.868857672,0.859298265,10.82970108,12.397
8/8/1994,-124.375,47.92710114,244,18.313,5.94,0.672912886,2.086383233,0.824841886,24.9843924,12.1265
8/9/1994,-124.375,47.92710114,244,19.997,10.203,0,2.165517654,0.759961302,23.44128246,15.1
8/10/1994,-124.375,47.92710114,244,25.233,9.903,0,2.37518378,0.660260639,25.746075,17.568
8/11/1994,-124.375,47.92710114,244,21.26,8.77,0.013732913,2.123542312,0.788144324,25.51337352,15.015
8/12/1994,-124.375,47.92710114,244,21.059,8.394,0.090980539,2.227772128,0.816275812,24.8526054,14.7265
8/13/1994,-124.375,47.92710114,244,20.015,8.178,0.116729726,2.191813674,0.803203741,25.09182612,14.0965
8/14/1994,-124.375,47.92710114,244,20.088,6.459,0,2.417957213,0.795916367,24.6957174,13.2735
8/15/1994,-124.375,47.92710114,244,19.9,7.008,0,2.055915496,0.80266905,24.59531214,13.454
8/16/1994,-124.375,47.92710114,244,17.978,8.28,5.719760366,2.333513441,0.886084747,17.83793754,13.129
8/17/1994,-124.375,47.92710114,244,21.422,10.757,0.003433226,2.440890411,0.818650631,22.40611542,16.0895
8/18/1994,-124.375,47.92710114,244,20.694,7.852,0.003433226,2.013554096,0.836785191,21.84784128,14.273
8/19/1994,-124.375,47.92710114,244,19.008,13.819,0.628280258,3.226304197,0.866839459,15.9260598,16.4135
8/20/1994,-124.375,47.92710114,244,19.201,10.027,0.024032578,2.614972713,0.835250191,21.72088494,14.614
8/21/1994,-124.375,47.92710114,244,19.262,8.318,0.487518372,1.772888364,0.819633491,18.80594874,13.79
8/22/1994,-124.375,47.92710114,244,16.929,10.796,1.979256283,2.27298852,0.916828882,6.171579072,13.8625
8/23/1994,-124.375,47.92710114,244,18.612,9.257,0,3.310944854,0.793332004,23.39460605,13.9345
8/24/1994,-124.375,47.92710114,244,18.689,6.256,0,2.793356123,0.76988785,22.45645584,12.4725
8/25/1994,-124.375,47.92710114,244,19.639,6.898,0.037765512,2.281892975,0.782269511,20.83544694,13.2685
8/26/1994,-124.375,47.92710114,244,20.743,6.597,0,1.806050891,0.722821298,22.97418336,13.67
8/27/1994,-124.375,47.92710114,244,26.32,12.538,0,2.174332761,0.50980177,23.14411938,19.429
8/28/1994,-124.375,47.92710114,244,20.336,9.83,0.024032592,3.059646703,0.778075931,20.89687554,15.083
8/29/1994,-124.375,47.92710114,244,17.816,8.056,0.065231323,2.288911137,0.856906274,15.26276484,12.936
8/30/1994,-124.375,47.92710114,244,20.334,10.57,0.084972398,2.392111159,0.796813516,21.45257244,15.452
8/31/1994,-124.375,47.92710114,244,18.884,7.587,0,2.939370302,0.773399202,21.05589474,13.2355
9/1/1994,-124.375,47.92710114,244,16.629,3.795,0,2.812921782,0.760110828,22.45174362,10.212
9/2/1994,-124.375,47.92710114,244,16.326,7.719,5.53779504,4.140446182,0.838851783,6.661350738,12.0225
9/3/1994,-124.375,47.92710114,244,16.148,11.963,1.547529394,2.958410063,0.860654501,13.84649505,14.0555
9/4/1994,-124.375,47.92710114,244,18.13,7.822,0.030899045,2.17501617,0.787378589,20.50251048,12.976
9/5/1994,-124.375,47.92710114,244,22.018,9.991,0,2.359186989,0.69410394,21.23336421,16.0045
9/6/1994,-124.375,47.92710114,244,19.406,6.219,0,2.057308822,0.757566376,18.9438813,12.8125
9/7/1994,-124.375,47.92710114,244,18.911,13.292,1.502036892,5.217705253,0.810548658,9.18314703,16.1015
