Date,Longitude,Latitude,Elevation,Max Temperature,Min Temperature,Precipitation,Wind,Relative Humidity,Solar,Temperture
3/3/1994,31.25,30.13010025,9,23.647,9.065,0.168228122,2.001715207,0.695792597,16.69044377,16.356
3/4/1994,31.25,30.13010025,9,25.46,7.374,0,1.666703823,0.597415675,21.58329593,16.417
3/5/1994,31.25,30.13010025,9,25.072,5.311,0,1.603385637,0.550295689,21.86218296,15.1915
3/6/1994,31.25,30.13010025,9,18.095,9.496,0.0343323,2.785385433,0.672562357,12.18330137,13.7955
3/7/1994,31.25,30.13010025,9,18.537,8.082,0.25405889,1.760678666,0.655975095,12.61507104,13.3095
3/8/1994,31.25,30.13010025,9,21.364,3.029,0,1.844385637,0.649504052,20.05723224,12.1965
3/9/1994,31.25,30.13010025,9,18.983,6.657,0,2.039585539,0.709838549,21.68690634,12.82
3/10/1994,31.25,30.13010025,9,18.696,6.115,0.700378358,2.458654824,0.670287977,15.04591567,12.4055
3/11/1994,31.25,30.13010025,9,13.722,8.524,5.25970458,3.821449256,0.770841421,4.221510768,11.123
3/12/1994,31.25,30.13010025,9,16.014,9.156,1.50375371,2.514808112,0.75162727,8.30092878,12.585
3/13/1994,31.25,30.13010025,9,13.745,8.999,0.394821533,2.862722873,0.689920443,5.965367328,11.372
3/14/1994,31.25,30.13010025,9,18.631,7.072,0,1.540233672,0.691706364,21.54054546,12.8515
3/15/1994,31.25,30.13010025,9,17.845,5.679,0.281524572,1.183275862,0.735902804,6.25753332,11.762
3/16/1994,31.25,30.13010025,9,22.594,6.179,0,1.405947822,0.614503992,23.5160514,14.3865
3/17/1994,31.25,30.13010025,9,25.949,7.704,0,1.780141599,0.544985481,23.51998217,16.8265
3/18/1994,31.25,30.13010025,9,25.18,12.487,0.08583066,1.663364952,0.502651437,11.91915756,18.8335
3/19/1994,31.25,30.13010025,9,31.272,16.982,0.192260822,2.307266046,0.34251499,23.81551553,24.127
3/20/1994,31.25,30.13010025,9,25.079,11.603,0,2.631564601,0.589859489,22.25249604,18.341
3/21/1994,31.25,30.13010025,9,21.851,7.087,0,1.769395999,0.616755578,24.43168267,14.469
3/22/1994,31.25,30.13010025,9,23.304,5.129,0,1.554442119,0.639343845,24.38803577,14.2165
3/23/1994,31.25,30.13010025,9,22.719,7.569,0,1.709049442,0.631675475,20.30748667,15.144
3/24/1994,31.25,30.13010025,9,23.199,4.803,0,1.926801567,0.630785751,18.17915119,14.001
3/25/1994,31.25,30.13010025,9,21.453,6.663,0.017166146,1.391264816,0.604971502,18.69654427,14.058
3/26/1994,31.25,30.13010025,9,25.084,6.34,0,1.632794447,0.597741402,24.59362284,15.712
3/27/1994,31.25,30.13010025,9,28.653,10.404,0,1.470647112,0.460939946,25.05931812,19.5285
3/28/1994,31.25,30.13010025,9,30.015,12.659,0,1.491227909,0.337642937,23.57426412,21.337
3/29/1994,31.25,30.13010025,9,23.244,12.973,0.834274238,1.571594087,0.563320963,6.88814694,18.1085
3/30/1994,31.25,30.13010025,9,16.661,10.819,0.573349097,1.953426462,0.784534259,6.673506552,13.74
3/31/1994,31.25,30.13010025,9,19.297,8.652,0.006866453,1.520071712,0.562793103,16.03473777,13.9745
4/1/1994,31.25,30.13010025,9,17.465,7.175,0.331306646,1.857695879,0.750289995,10.49833296,12.32
4/2/1994,31.25,30.13010025,9,25.015,6.395,0,1.461585434,0.566766221,25.91010684,15.705
4/3/1994,31.25,30.13010025,9,26.965,9.92,0,1.902258395,0.404001879,25.49812212,18.4425
4/4/1994,31.25,30.13010025,9,29.253,8.875,0,2.304296549,0.553088465,26.24181129,19.064
4/5/1994,31.25,30.13010025,9,35.46,13.88,0,1.851728658,0.361070372,20.45446389,24.67
4/6/1994,31.25,30.13010025,9,30.554,15.95,0,1.689459243,0.265711041,25.7874777,23.252
4/7/1994,31.25,30.13010025,9,25.51,10.812,0,2.467594328,0.490550042,26.1451647,18.161
4/8/1994,31.25,30.13010025,9,28.224,11.804,0,1.851156566,0.406584831,26.68595463,20.014
4/9/1994,31.25,30.13010025,9,27.747,10.249,0,1.913658052,0.402420765,26.98391133,18.998
4/10/1994,31.25,30.13010025,9,32.611,13.207,0,1.889670442,0.227290387,27.31893768,22.909
4/11/1994,31.25,30.13010025,9,31.055,11.28,0,2.049487702,0.380930031,25.9423929,21.1675
4/12/1994,31.25,30.13010025,9,30.263,10.761,0,2.632484864,0.434332345,27.57802601,20.512
4/13/1994,31.25,30.13010025,9,31.521,9.969,0,2.038747002,0.433233967,28.12393649,20.745
4/14/1994,31.25,30.13010025,9,32.408,10.012,0,2.432280712,0.491273553,27.36230706,21.21
4/15/1994,31.25,30.13010025,9,33.467,11.257,0,2.480745974,0.379538552,27.7228683,22.362
4/16/1994,31.25,30.13010025,9,34.05,12.628,0,2.235007021,0.293170119,27.87491441,23.339
4/17/1994,31.25,30.13010025,9,35.606,13.571,0,1.858967864,0.235592543,27.75560418,24.5885
4/18/1994,31.25,30.13010025,9,39.443,16.175,0,1.925117901,0.159251932,27.78294222,27.809
4/19/1994,31.25,30.13010025,9,37.919,21.529,0.003433226,2.317421725,0.112993943,10.42329485,29.724
4/20/1994,31.25,30.13010025,9,38.7,25.574,0,3.223211652,0.10896907,21.46308084,32.137
4/21/1994,31.25,30.13010025,9,37.832,21.682,0.034332264,2.225182071,0.204905517,15.79651855,29.757
4/22/1994,31.25,30.13010025,9,38.948,20.668,0,3.124926741,0.236177579,14.60114899,29.808
4/23/1994,31.25,30.13010025,9,29.249,16.019,0.006866453,2.492531781,0.484011943,26.13639607,22.634
4/24/1994,31.25,30.13010025,9,26.789,9.982,0,1.921851178,0.517555345,28.28131841,18.3855
4/25/1994,31.25,30.13010025,9,26.532,8.862,0,1.710145288,0.516923649,28.54315685,17.697
4/26/1994,31.25,30.13010025,9,27.66,12.175,0,2.117893769,0.446636912,26.67149892,19.9175
4/27/1994,31.25,30.13010025,9,30.444,13.574,0,2.457842319,0.344446534,26.8003143,22.009
4/28/1994,31.25,30.13010025,9,35.035,15.39,0,2.467703694,0.429134392,28.44213667,25.2125
4/29/1994,31.25,30.13010025,9,29.8,15.202,0,2.55149347,0.498827624,27.71066142,22.501
4/30/1994,31.25,30.13010025,9,29.354,9.847,0,1.865073559,0.52549912,28.81766466,19.6005
5/1/1994,31.25,30.13010025,9,27.44,9.338,0,1.876832976,0.530022227,28.78177687,18.389
5/2/1994,31.25,30.13010025,9,26.349,12.917,1.091765426,2.606164722,0.524816356,19.30983883,19.633
5/3/1994,31.25,30.13010025,9,30.108,14.356,0.648879746,3.62058324,0.537133457,28.11830803,22.232
5/4/1994,31.25,30.13010025,9,27.47,14.023,0.111579948,2.406265277,0.500354788,28.73829366,20.7465
5/5/1994,31.25,30.13010025,9,27.985,9.675,0,1.941855306,0.475308598,27.60063354,18.83
5/6/1994,31.25,30.13010025,9,29.541,10.698,0,1.833298059,0.434907717,29.21867215,20.1195
5/7/1994,31.25,30.13010025,9,33.495,13.741,0,1.724322867,0.306698578,29.08001484,23.618
5/8/1994,31.25,30.13010025,9,31.282,17.448,0,2.679457526,0.299096129,29.10577374,24.365
5/9/1994,31.25,30.13010025,9,29.325,10.69,0,1.602963465,0.496727964,29.25748447,20.0075
5/10/1994,31.25,30.13010025,9,37.814,12.931,0,1.20822503,0.354619408,29.06594622,25.3725
5/11/1994,31.25,30.13010025,9,36.644,19.544,0,2.737395046,0.25187069,18.4783545,28.094
5/12/1994,31.25,30.13010025,9,28.898,15.33,0,2.416597803,0.443153476,29.39230998,22.114
5/13/1994,31.25,30.13010025,9,29.889,10.319,0,1.953403412,0.482124055,29.4685281,20.104
5/14/1994,31.25,30.13010025,9,30.595,10.725,0,2.274228037,0.487150469,29.55830346,20.66
5/15/1994,31.25,30.13010025,9,30.195,10.459,0,2.414170387,0.477190818,29.8190799,20.327
5/16/1994,31.25,30.13010025,9,32.825,14.392,0,2.792879219,0.401993717,29.6090397,23.6085
5/17/1994,31.25,30.13010025,9,35.935,16.881,0,2.838768434,0.291389139,29.76136639,26.408
5/18/1994,31.25,30.13010025,9,36.83,16.507,0,2.37301764,0.285826773,29.80400508,26.6685
5/19/1994,31.25,30.13010025,9,37.552,18.186,0,1.776382073,0.226160379,29.33583379,27.869
5/20/1994,31.25,30.13010025,9,38.386,17.335,0,1.936700949,0.225690835,29.11837626,27.8605
5/21/1994,31.25,30.13010025,9,33.227,17.745,0,2.601145181,0.494733921,29.51269661,25.486
5/22/1994,31.25,30.13010025,9,33.105,14.268,0,2.072344229,0.502959522,29.69330767,23.6865
5/23/1994,31.25,30.13010025,9,35.087,13.651,0,1.802910294,0.485275309,29.9382192,24.369
5/24/1994,31.25,30.13010025,9,37.576,15.191,0,1.605733378,0.417327921,30.15354485,26.3835
5/25/1994,31.25,30.13010025,9,39.842,19.002,0,2.18288927,0.253087032,29.49367579,29.422
5/26/1994,31.25,30.13010025,9,40.882,18.989,0,2.194162198,0.276796417,29.55932539,29.9355
5/27/1994,31.25,30.13010025,9,39.001,20.983,0,2.189466037,0.252221259,29.71508105,29.992
5/28/1994,31.25,30.13010025,9,39.371,18.547,0,1.859502458,0.25364719,29.83236048,28.959
5/29/1994,31.25,30.13010025,9,37.519,18.195,0,2.084722757,0.423243223,29.63615508,27.857
5/30/1994,31.25,30.13010025,9,36,17.338,0,2.008253765,0.478998156,29.61039438,26.669
5/31/1994,31.25,30.13010025,9,36.037,16.869,0,1.851190871,0.442733065,29.70157752,26.453
6/1/1994,31.25,30.13010025,9,35.483,16.032,0,1.628973879,0.452752316,29.58080724,25.7575
6/2/1994,31.25,30.13010025,9,31.655,17.821,0,2.379825234,0.509413745,29.33167266,24.738
6/3/1994,31.25,30.13010025,9,32.042,14.989,0,1.890460418,0.488197463,30.02591628,23.5155
6/4/1994,31.25,30.13010025,9,33.236,15.3,0,1.978030815,0.463385626,29.99615436,24.268
6/5/1994,31.25,30.13010025,9,35.464,13.307,0,1.488870084,0.411199299,30.1049442,24.3855
6/6/1994,31.25,30.13010025,9,39.196,15.839,0,1.743825784,0.304561748,30.1664808,27.5175
6/7/1994,31.25,30.13010025,9,40.541,18.952,0,2.350213807,0.322569469,30.02220504,29.7465
6/8/1994,31.25,30.13010025,9,33.169,17.99,0,2.848660875,0.52369465,29.62440108,25.5795
6/9/1994,31.25,30.13010025,9,30.942,16.637,0,2.862570369,0.517734551,29.9031732,23.7895
6/10/1994,31.25,30.13010025,9,29.669,14.633,0,2.539843983,0.542801128,30.08469204,22.151
6/11/1994,31.25,30.13010025,9,31.599,14.126,0,2.326398842,0.520890633,30.14837316,22.8625
6/12/1994,31.25,30.13010025,9,34.44,15.616,0,2.831138388,0.418276299,30.8300634,25.028
6/13/1994,31.25,30.13010025,9,36.229,16.558,0,2.345678725,0.382893528,30.37066776,26.3935
6/14/1994,31.25,30.13010025,9,37.343,15.372,0,2.140146018,0.428509218,30.44114604,26.3575
6/15/1994,31.25,30.13010025,9,42.043,17.085,0,2.383986521,0.321563093,30.32662212,29.564
6/16/1994,31.25,30.13010025,9,36.453,19.789,0,2.694943119,0.457844108,29.54547648,28.121
6/17/1994,31.25,30.13010025,9,34.138,18.485,0.010299679,2.567466658,0.496669818,29.6455482,26.3115
6/18/1994,31.25,30.13010025,9,32.496,16.624,0,2.272040609,0.511873063,30.06483552,24.56
6/19/1994,31.25,30.13010025,9,33.268,15.063,0,2.354918279,0.498101396,29.42539488,24.1655
6/20/1994,31.25,30.13010025,9,35.85,15.23,0,2.069848344,0.456932543,30.22070724,25.54
6/21/1994,31.25,30.13010025,9,36.539,16.784,0,1.994323492,0.437168585,30.09289914,26.6615
6/22/1994,31.25,30.13010025,9,39.174,16.911,0,1.989562751,0.4420534,30.1464,28.0425
6/23/1994,31.25,30.13010025,9,36.539,20.131,0.013732906,2.591128275,0.505057461,29.64178278,28.335
6/24/1994,31.25,30.13010025,9,34.304,17.681,0,2.474070177,0.528243749,29.93338303,25.9925
6/25/1994,31.25,30.13010025,9,35.459,17.041,0,1.848958934,0.520552474,29.74123303,26.25
6/26/1994,31.25,30.13010025,9,37.293,18.178,0,2.217710807,0.463223495,29.94530213,27.7355
6/27/1994,31.25,30.13010025,9,36.229,18.999,0.030899066,2.653172138,0.47062649,29.3963022,27.614
6/28/1994,31.25,30.13010025,9,35.469,16.721,0,2.226571279,0.407901782,30.17806596,26.095
6/29/1994,31.25,30.13010025,9,35.37,17.887,0.058364892,2.198094347,0.482252657,29.66045753,26.6285
6/30/1994,31.25,30.13010025,9,36.393,15.424,0,1.894602156,0.428963737,30.19426949,25.9085
7/1/1994,31.25,30.13010025,9,38.607,16.697,0,2.107605344,0.298646294,30.69135036,27.652
7/2/1994,31.25,30.13010025,9,39.231,17.14,0,2.25696265,0.284333956,30.71390148,28.1855
7/3/1994,31.25,30.13010025,9,39.528,16.841,0,1.97186954,0.30813897,30.17891754,28.1845
7/4/1994,31.25,30.13010025,9,37.071,20.15,0,2.066511138,0.393072156,29.55240137,28.6105
7/5/1994,31.25,30.13010025,9,36.599,18.959,0,1.99452789,0.472762884,29.36879424,27.779
7/6/1994,31.25,30.13010025,9,37.224,18.2,0,2.177892343,0.48588111,29.25405378,27.712
7/7/1994,31.25,30.13010025,9,38.223,17.449,0,1.831498946,0.40472075,30.0354192,27.836
7/8/1994,31.25,30.13010025,9,38.316,16.706,0,2.011162675,0.473350349,29.79185357,27.511
7/9/1994,31.25,30.13010025,9,38.84,18.412,0,1.957292898,0.442057073,29.73915461,28.626
7/10/1994,31.25,30.13010025,9,37.77,18.258,0,1.853252102,0.363689502,30.24259074,28.014
7/11/1994,31.25,30.13010025,9,37.695,17.277,0,2.057900269,0.32442424,29.54002122,27.486
7/12/1994,31.25,30.13010025,9,37.342,19.644,0,2.215043175,0.42781688,29.39596769,28.493
7/13/1994,31.25,30.13010025,9,33.613,17.174,0,2.299823532,0.503625995,29.40350393,25.3935
7/14/1994,31.25,30.13010025,9,34.198,16.289,0,2.185300883,0.536863179,29.28830526,25.2435
7/15/1994,31.25,30.13010025,9,33.707,18.919,0,2.417073734,0.552155985,29.07889326,26.313
7/16/1994,31.25,30.13010025,9,34.607,19.178,0,2.013394952,0.500158033,29.25005429,26.8925
7/17/1994,31.25,30.13010025,9,35.254,20.542,0,1.962032121,0.464006218,29.06595353,27.898
7/18/1994,31.25,30.13010025,9,35.008,19.052,0,2.104406942,0.455452438,26.54021549,27.03
7/19/1994,31.25,30.13010025,9,36.193,16.195,0,1.710444362,0.485135061,27.99343303,26.194
7/20/1994,31.25,30.13010025,9,37.089,18.61,0,1.809291769,0.388693766,29.44462752,27.8495
7/21/1994,31.25,30.13010025,9,36.997,19.934,0,2.103094794,0.323681911,29.32987853,28.4655
7/22/1994,31.25,30.13010025,9,37.936,17.64,0,1.921123854,0.38835839,29.46178001,27.788
7/23/1994,31.25,30.13010025,9,38.322,16.851,0,1.765350793,0.328938067,29.423196,27.5865
7/24/1994,31.25,30.13010025,9,39.48,18.154,0,1.865841444,0.282870393,29.63373833,28.817
7/25/1994,31.25,30.13010025,9,43.339,21.466,0,1.595261874,0.211361575,29.0081205,32.4025
7/26/1994,31.25,30.13010025,9,39.745,22.677,0,2.272978547,0.331468202,28.74791304,31.211
7/27/1994,31.25,30.13010025,9,37.228,20.28,0,1.901824764,0.445324291,28.7654634,28.754
7/28/1994,31.25,30.13010025,9,36.686,18.889,0,1.852341216,0.414381687,28.73953206,27.7875
7/29/1994,31.25,30.13010025,9,36.109,20.279,0,2.267416591,0.458772145,28.78700796,28.194
7/30/1994,31.25,30.13010025,9,35.644,17.842,0,2.073654024,0.468245228,28.78537644,26.743
7/31/1994,31.25,30.13010025,9,35.835,17.827,0,2.314705059,0.472097903,28.62634781,26.831
8/1/1994,31.25,30.13010025,9,34.415,17.168,0,2.373649068,0.504898977,28.50525043,25.7915
8/2/1994,31.25,30.13010025,9,33.027,16.975,0,1.863697476,0.520420567,28.62213408,25.001
8/3/1994,31.25,30.13010025,9,35.34,17.789,0,1.703352778,0.497812899,28.42695187,26.5645
8/4/1994,31.25,30.13010025,9,36.238,18.129,0,1.623610828,0.401615777,28.75477457,27.1835
8/5/1994,31.25,30.13010025,9,36.781,16.541,0,1.566346236,0.375506392,28.745271,26.661
8/6/1994,31.25,30.13010025,9,37.39,18.68,0,1.77560206,0.342303598,28.52790912,28.035
8/7/1994,31.25,30.13010025,9,36.553,16.858,0,1.723703087,0.334500758,28.86367745,26.7055
8/8/1994,31.25,30.13010025,9,36.414,17.502,0,1.755869921,0.381005011,28.39725558,26.958
8/9/1994,31.25,30.13010025,9,35.862,15.65,0,1.794565443,0.447269456,28.34634816,25.756
8/10/1994,31.25,30.13010025,9,35.202,18.173,0,2.066786649,0.524342925,28.12893858,26.6875
8/11/1994,31.25,30.13010025,9,37.187,17.017,0,2.157537093,0.482837268,28.30747817,27.102
8/12/1994,31.25,30.13010025,9,38.281,15.251,0,1.626789696,0.42096471,28.41068779,26.766
8/13/1994,31.25,30.13010025,9,39.43,17.728,0,1.747320433,0.297611475,28.39949838,28.579
8/14/1994,31.25,30.13010025,9,41.152,18.122,0,1.816538425,0.311463659,27.98443649,29.637
8/15/1994,31.25,30.13010025,9,40.913,19.728,0,2.423183266,0.396056457,27.86214665,30.3205
8/16/1994,31.25,30.13010025,9,41.222,19.27,0,1.940615606,0.43163117,27.91552349,30.246
8/17/1994,31.25,30.13010025,9,39.418,21.594,0,2.537125642,0.538009354,27.18303678,30.506
8/18/1994,31.25,30.13010025,9,36.077,20.891,0,2.186502524,0.493623419,27.37085681,28.484
8/19/1994,31.25,30.13010025,9,37.332,19.692,0,1.909309675,0.529737477,26.76982169,28.512
8/20/1994,31.25,30.13010025,9,37.154,17.451,0,1.512251592,0.430983458,27.92886221,27.3025
8/21/1994,31.25,30.13010025,9,38.133,16.441,0,1.645024143,0.444479681,27.24907219,27.287
8/22/1994,31.25,30.13010025,9,37.771,19.215,0,1.86643341,0.513706426,26.91917935,28.493
8/23/1994,31.25,30.13010025,9,39.015,17.632,0,1.52160597,0.445180094,27.25644571,28.3235
8/24/1994,31.25,30.13010025,9,38.872,17.879,0,1.667324063,0.422953897,27.16672601,28.3755
8/25/1994,31.25,30.13010025,9,37.944,17.389,0,1.658722136,0.448225498,27.1929348,27.6665
8/26/1994,31.25,30.13010025,9,37.951,17.734,0,1.458645927,0.441177161,27.11620951,27.8425
8/27/1994,31.25,30.13010025,9,38.601,18.754,0,1.485742652,0.333397019,26.8544817,28.6775
8/28/1994,31.25,30.13010025,9,37.431,17.168,0,1.822282415,0.459347311,26.09668735,27.2995
8/29/1994,31.25,30.13010025,9,35.581,20.792,0,2.055188975,0.476514502,26.20574957,28.1865
8/30/1994,31.25,30.13010025,9,34.592,16.87,0,1.61078693,0.543516793,26.16705389,25.731
8/31/1994,31.25,30.13010025,9,36.061,18.619,0,1.837952981,0.520672073,26.18605735,27.34
9/1/1994,31.25,30.13010025,9,37.355,16.582,0,1.611895134,0.46672096,26.13436164,26.9685
9/2/1994,31.25,30.13010025,9,37.231,16.874,0,1.72878625,0.491193383,25.94745288,27.0525
9/3/1994,31.25,30.13010025,9,36.634,16.691,0,1.38025767,0.463736716,26.32888512,26.6625
9/4/1994,31.25,30.13010025,9,35.303,15.843,0,1.700577716,0.488131516,25.90025796,25.573
9/5/1994,31.25,30.13010025,9,35.673,17.592,0,1.725512235,0.436222082,26.12075472,26.6325
9/6/1994,31.25,30.13010025,9,35.093,16.687,0,1.732651018,0.494238631,23.46355791,25.89
9/7/1994,31.25,30.13010025,9,35.818,17.966,0,1.851107239,0.499381552,25.28831322,26.892
9/8/1994,31.25,30.13010025,9,37.086,17.072,0,1.472445592,0.493644002,25.27762383,27.079
9/9/1994,31.25,30.13010025,9,36.675,19.25,0,1.679398794,0.474830814,24.77120607,27.9625
9/10/1994,31.25,30.13010025,9,36.87,18.909,0,1.68821889,0.389503582,24.77295351,27.8895
9/11/1994,31.25,30.13010025,9,37.096,18.071,0,2.063931075,0.476036566,24.49928997,27.5835
9/12/1994,31.25,30.13010025,9,37.695,20.771,0,2.571444321,0.465842437,16.05251385,29.233
9/13/1994,31.25,30.13010025,9,37.856,22.487,0,2.500105254,0.492176185,23.22934524,30.1715
9/14/1994,31.25,30.13010025,9,38.164,20.255,0,1.39790383,0.521412563,23.80662648,29.2095
9/15/1994,31.25,30.13010025,9,38.053,20.721,0,1.933223317,0.485957686,23.36923296,29.387
9/16/1994,31.25,30.13010025,9,37.304,19.411,0,1.990882096,0.467696883,23.135067,28.3575
9/17/1994,31.25,30.13010025,9,37.378,15.933,0,0.899589264,0.373088238,24.04923228,26.6555
9/18/1994,31.25,30.13010025,9,37.984,17.972,0,1.196234303,0.461496931,23.06407329,27.978
9/19/1994,31.25,30.13010025,9,37.515,19.409,0,1.128884246,0.496951314,19.91648952,28.462
9/20/1994,31.25,30.13010025,9,36.363,19.508,0,1.524019871,0.463941082,23.26595382,27.9355
9/21/1994,31.25,30.13010025,9,37.427,19.608,0,2.041562705,0.40608717,23.34306888,28.5175
9/22/1994,31.25,30.13010025,9,36.364,19.138,0,2.04606762,0.496676303,22.94161506,27.751
9/23/1994,31.25,30.13010025,9,34.677,18.927,0,1.97881627,0.574317072,22.52481012,26.802
